source,target
15516540,47781149
15516540,586707638
15516540,187680645
15516540,38495835
15516540,208155240
15516540,90480218
15516540,18266688
15516540,877985300466745344
4921735020,47781149
4921735020,586707638
4921735020,187680645
4921735020,38495835
4921735020,208155240
4921735020,90480218
4921735020,18266688
4921735020,877985300466745344
1331549812966055936,47781149
1331549812966055936,586707638
1331549812966055936,187680645
1331549812966055936,38495835
1331549812966055936,208155240
1331549812966055936,90480218
1331549812966055936,18266688
1331549812966055936,877985300466745344
282619516,139823781
47781149,1010027784318488576
1339360098,2835451658
1339360098,1963387334
1888322592,28587919
234922535,898569614703050752
234922535,15923226
1204970635257974784,1254708259283320834
229837716,3223889675
574106288,89842963
574106288,939091
404463989,15757578
3251581153,1067356537969029120
3251581153,828831712876433413
3251581153,109458204
1283711480093868032,5536782
905125585424457728,23951440
29825604,17629860
1246277903475544064,1291033024113643520
3251581153,105610714
1325549016558530561,1099654868
1325549016558530561,25073877
1700836782,29097819
1562828845,1267973798625775616
2169030391,23555578
2169030391,2835451658
2169030391,285198536
763208946249113600,1873568736
763208946249113600,1367531
1078419185968074752,1171315293844639744
2613836581,1299939006080192514
363240308,23951440
403093348,1191604604196122626
403093348,14826802
1012180309,276038918
1100513446716719105,23951440
166514736,829857378996781056
458560118,3408519333
3068750655,1873568736
3068750655,1367531
1967650747,73901677
1967650747,1197209917972762625
152227292,756120198927626242
152227292,756120198927626242
859868454232436743,206699924
739406970537512960,112981901
2181644526,23951440
4467023187,23951440
1325395094044893184,831877939088207872
17221157,23951440
2810888936,19174660
608646193,793388868
897657897462771712,1873568736
897657897462771712,1367531
734444561548873728,23951440
293203389,14826802
4809323115,23951440
23265773,23951440
16849114,23951440
2264398497,139823781
257404633,23951440
91438267,23951440
882124145797906432,23951440
1167373613026238464,1330536902705999874
1167373613026238464,1306265205903691777
1167373613026238464,1268992375860465668
1167373613026238464,1336968293291274240
1167373613026238464,2285375528
1167373613026238464,1112082796691054594
718279599910686724,1272538112636391425
1250601454726811649,1286728597949095938
569416228,2835451658
2252163905,829857378996781056
1181328792947589120,23951440
20031359,23951440
1326044660775718913,19406199
943050977145372672,829857378996781056
1727635848,23951440
840064314220277760,23951440
1552025797,1479998762
308185673,23951440
19516272,23951440
1302992410889392133,23951440
1158940387169509376,23951440
1091766683688005632,829857378996781056
782318940,829857378996781056
427787609,23951440
131761307,23951440
83915318,23951440
1138520939837177863,23951440
1003832061508161536,23951440
756353997716332544,23951440
460818317,23951440
2297983560,23951440
105620307,23951440
367367527,23951440
1233931522136100869,23951440
128091413,24431556
1157504738084216833,592730371
1157504738084216833,22630309
1055517788104769536,1604931252
1055517788104769536,939091
1055517788104769536,30354991
1055517788104769536,248884036
1055517788104769536,1604931252
954758785,10774652
74082296,19211550
1325549016558530561,1290697162213515275
1325549016558530561,25073877
1325549016558530561,47437206
1207370072,23951440
1059686249886187520,23951440
885701209,23951440
1297293265386065920,23951440
37820726,2215324790
1002314537574522880,136266976
1300159588688424969,1267973798625775616
1126848447280177152,837259777050750979
1217199734982692866,138203134
1217199734982692866,216776631
3007549090,2818930559
3007549090,3007549090
12403422,22019685
12403422,112754792
1265487884,1265487884
1265487884,23022687
22991930,74951679
1255833080885055488,1084479952261660674
954197461,229828729
1266563068223504389,229828729
892377466827931648,356592761
880879512786829312,2835451658
1030693429972545536,364992182
1030693429972545536,792849205169643520
1045538358,2835451658
1296140857859432449,2835451658
1278102670696480770,836278372539985920
2902986795,2835451658
275367438,2835451658
21609902,2835451658
1154148604396888064,2835451658
44182807,2835451658
101193997,1812055789
101193997,85831301
101193997,939091
1965321306,2835451658
899304517,2835451658
899304517,1963387334
723285325,1308979962012147712
3035820464,1269336198939459584
3035820464,1270045493666574337
1868524597,2835451658
1251115879946952704,1142064494157451267
706250022678085636,2835451658
1183143179178127362,2835451658
1238375822227988483,4677069019
828570206008025088,4677069019
733576813243301888,836278372539985920
29019463,2835451658
29019463,1963387334
87832988,2835451658
1177491522612121605,2785317370
1177491522612121605,2834511
703763236898770944,2835451658
813894813619781632,2835451658
813894813619781632,1963387334
20416086,2835451658
20416086,1963387334
1115019902,240698532
841373511734177794,2835451658
841373511734177794,1963387334
45543489,17494010
82739464,9334352
1296376056241430528,1895216569
941097522096943105,2835451658
941097522096943105,1963387334
1327332761728921600,25073877
1889851668,1121911847840571393
2616634292,2835451658
2616634292,39384517
1042849268439105536,806884787830988802
711693653954015232,1302611901613039617
2822318937,2347406727
886338563062812674,1895216569
1538983531,2215324790
138848359,298652581
59785972,9300262
1213964790214713344,2835451658
1213964790214713344,39384517
497989389,29097819
3395788731,229828729
1333994888111788032,2835451658
1333994888111788032,39384517
1273818051641835521,23125257
1273818051641835521,939091
1273818051641835521,30354991
509570330,2835451658
509570330,39384517
3309906662,2835451658
3309906662,39384517
109400886,2835451658
109400886,39384517
738088466,1299939006080192514
1280906135818698753,1060573081935249409
1280906135818698753,25073877
1097810520730681344,3223889675
1008828512076255232,2561586612
281287039,2835451658
942185744,2835451658
919637275457277952,2835451658
919637275457277952,39384517
504912891,304275943
504912891,19053778
2835451658,39384517
1305091762512371718,1242525277
2825979087,462352356
866596573,1060573081935249409
866596573,25073877
270588803,270588803
270588803,22628924
2751947681,3131015650
1312904521127923713,1299939006080192514
784014415070920704,3131015650
836839756164124673,836839756164124673
2844364885,1333354626960257027
4865572816,229828729
175046257,2835451658
114979514,249185887
114979514,949672118190518273
926868226654404608,2835451658
256580704,3026628641
2458713158,968948887494029312
2458713158,3331500107
2458713158,84208274
2458713158,759048966025641984
362257379,2835451658
709267965,1299939006080192514
1235974804525596672,2835451658
1235083146292420608,2835451658
3154997494,2835451658
3927594072,2835451658
797656526026641409,2835451658
115150003,1299939006080192514
1286772623574208513,1299939006080192514
414725701,2835451658
38644883,1299939006080192514
872782286,2835451658
1150894626854842368,1252306912437309441
964565033815490560,2835451658
1233032078146461697,1353551289938919425
2192199577,3022193149
2192199577,1271202966
2192199577,2835451658
1201358036851396608,2835451658
1592603066,2835451658
1300882261894746112,3408519333
1255524064447336452,2835451658
1571523019,848271734927233024
22210565,2835451658
1238165481477083136,2835451658
1133354369796194304,1034847431068987400
1277578570253156352,3026628641
626194240,2835451658
49226489,2835451658
153541713,2835451658
1730881603,2835451658
1270508568744046592,2835451658
2743339279,2835451658
1257761029,2835451658
1277259486562906115,2835451658
3959834476,3026628641
30429881,14613514
1241839776069832705,1267973798625775616
798585713684004868,1268397495429840896
798585713684004868,1587523284
798585713684004868,278145569
798585713684004868,783214
1094288162883543040,1258738310421385216
1601825364,2835451658
1601825364,39384517
880879512786829312,10228272
977728423,2835451658
977728423,39384517
21786530,2835451658
21786530,39384517
942133053870215169,854803538505072640
942133053870215169,1241118317043204096
942133053870215169,78706998
880854902913855489,2835451658
314267722,2835451658
314267722,39384517
1330219491389792262,3289440085
1330219491389792262,783157986
1330219491389792262,3289440085
1035591771848421376,1073321411375230976
1321924586259271683,25073877
1321924586259271683,1349149096909668363
2185617319,2835451658
794393540583366656,27995424
26753804,27995424
3261544168,1080402760955244544
3261544168,43419971
1964724048,1104142243865214976
1964724048,402598915
1151891790708006912,1209832568088072198
1096446532889575424,2809959174
1096446532889575424,14260960
478995591,1209832568088072198
770879618,27995424
1301822937247502336,27995424
1133089034161590272,1039862529630060550
1265487884,292929271
1241310812418895873,1236054224477143041
64672038,10228272
972258945019596800,56649139
972258945019596800,2916305152
4530511102,816131319033950208
177273594,567227206
177273594,1365040424537227267
177273594,1126580582740185088
177273594,1244763499
177273594,172511244
177273594,19725105
177273594,990038812335247361
177273594,939091
177273594,29442313
1287416954970681346,36473948
2785332022,3408519333
1268661506817703937,2835451658
1268661506817703937,30973
1322231134344925185,2835451658
1327332761728921600,939091
1178870490926071808,2835451658
2225515496,2835451658
18204604,2835451658
153372238,389350731
1321249455245565954,1267973798625775616
1106989053054869505,2835451658
2286056016,1264626475896094720
2286056016,735126896321695744
221865870,836278372539985920
118581831,1333354626960257027
71236476,278538932
71236476,907354122613149697
1092140562088513536,574149029
1092140562088513536,1098091506886471680
1266036519128698880,1191784130406576129
1055380681,623978002
3618841873,1314286767051341824
3618841873,15946404
3618841873,23022687
3618841873,15745368
3618841873,487297085
893110278,2835451658
893110278,30973
2863082393,1255559876111196164
767846490756771840,806605729817907206
767846490756771840,911312296835731456
1146497652802117632,1144894697451790342
756463163881754625,836351718329827328
1260918866311610369,1110886516061032448
832258767257378816,1208930908251680773
2411032473,217749896
817783515341320193,1251699848
909734829305901056,47512174
54657938,2835451658
257013125,2835451658
1331320641723772928,22019685
1037547553875582980,2835451658
2499702966,270789240
1265603052637237249,1271201200264949772
38486728,1258403473252585472
794105833,2835451658
119413988,1251699848
2238532361,119829799
2238532361,2941101683
2802204833,2835451658
2802204833,30973
55676803,2835451658
55676803,30973
7117302,33574885
7117302,339061487
756356027583438848,2835451658
756356027583438848,30973
945134489411379200,2835451658
1294031824486883328,2835451658
2536935409,109510909
855324133,736095664501719042
1239102552538398722,2835451658
1319528129837191168,939091
832492757721763842,2835451658
832492757721763842,30973
262516887,25101704
262516887,1077214808
22259215,2835451658
22259215,30973
2874981062,2835451658
2874981062,30973
831585157203243009,2835451658
831585157203243009,30973
1179775093569929216,2835451658
1179775093569929216,30973
1965321306,2835451658
1965321306,30973
1198674771954802688,2835451658
1198674771954802688,30973
531611231,2835451658
3958448614,2835451658
1243522188101091329,2835451658
574681599,143288338
574681599,75081190
574681599,457984599
2737498915,2835451658
1218587592318304258,2835451658
1260650190488236035,2835451658
720835218,2835451658
1249078342718033923,2835451658
1203103575594848256,2835451658
1006415022,2835451658
1199308152564568065,2835451658
902476398576721924,2835451658
2308596938,2835451658
805041660602306560,2835451658
451589302,2835451658
735616354498269184,2835451658
997897715026624512,2835451658
595767231,2835451658
1927769072,2835451658
1087456080857362432,717708601129836544
803057674770382849,1309519097143623681
967160109230116869,2835451658
838929288783069184,2835451658
930244136,1146954758579580928
868710811,33905880
67355952,1065869268
67355952,2835451658
897235966276116480,2835451658
756479905,2835451658
2763716202,2835451658
832492757721763842,2835451658
1254879181621559297,2458713158
2272978128,2835451658
273588479,2835451658
2886286012,2835451658
20889358,2835451658
893607164,206699924
384545018,2835451658
937857319810973696,2835451658
937857319810973696,2835451658
1278325016355110913,2835451658
18042071,2835451658
1182281059204943872,2835451658
842803241092046850,2835451658
797457062129180673,2835451658
770894935373381632,2835451658
2575669503,2835451658
1311987149529649157,2835451658
1300195446640402433,2835451658
848606819614326789,2835451658
715972097542066177,2835451658
21857709,2835451658
1113852545628344322,2835451658
1037800974335860743,2835451658
1089282711192186881,2835451658
29747650,2835451658
1022803325954215936,2835451658
880879512786829312,2835451658
2269700892,2835451658
1148970631117058053,2835451658
1232031022465703941,2835451658
3147696934,2835451658
3176970966,2835451658
1594694892,2835451658
1228085121632350215,2835451658
822514800055832576,2835451658
726129167301926912,2835451658
1198544026741493762,1201515361612554240
1198544026741493762,20968385
1198544026741493762,20968385
1089981352777318400,2835451658
172599903,2835451658
1189660560343863300,1280952651564421121
105712154,2835451658
1225833369734348801,1212660974269808640
1273374928067158016,2835451658
833857129647796224,2835451658
1287232298409132038,2835451658
434709105,2835451658
1052554423988236289,2835451658
1221022446616285184,1280952651564421121
4731588974,2835451658
1311281202498854912,112981901
3092139717,836278372539985920
1024777916540964864,1408312021
1024777916540964864,1215823182608904194
1216213723406307328,2835451658
960658899530547200,2835451658
1083613825339981826,1465296802085842950
32538257,112280016
1163175231445512193,2835451658
1077371659529740288,25878464
1077371659529740288,1103711309089120256
599817378,2835451658
788277131721580544,25202268
260625116,2835451658
822519439350464513,2835451658
1248653083178983424,1267973798625775616
984891626928484352,25202268
1190554098002747392,1465296802085842950
1190554098002747392,20429858
1190554098002747392,26458162
605716691,2835451658
1176526686944473088,25202268
932590334,25202268
3738288145,25202268
1395038046,25202268
877504684080103428,2835451658
58847621,25202268
1212095542899068928,25202268
802265127223336961,25202268
4577731455,2835451658
1002358170168242177,25202268
1251536763425714176,1021461090671030272
1251536763425714176,10228272
1029647502507732992,1201249275121995777
252738982,2835451658
1327748202687246336,4664670797
1285989365873811456,1267973798625775616
22270993,2835451658
705794670454898691,2835451658
951837640713756672,2835451658
752690519046656001,2417586104
18460100,2835451658
286467155,2835451658
1180474677174644736,2835451658
1248614922134536194,2835451658
759590303871492096,2835451658
144059845,2835451658
1103453595171766272,2835451658
36106240,2835451658
140123823,2835451658
878162382333149184,2835451658
1191620507096866816,2835451658
823302761924001792,2835451658
3422424723,2835451658
788837974599348224,2835451658
269480309,2835451658
3018963571,2835451658
190025928,2835451658
1074035174499860480,2835451658
525884669,2835451658
3096060509,1647168727
3096060509,134398560
1325816359499018240,2835451658
1294623336878637057,2835451658
2780841754,2835451658
182866915,41207820
1141937972809490432,23119276
1074245806549434368,2835451658
198464696,2835451658
47826076,2835451658
907599927676633088,1647168727
1295803883642474496,2835451658
1056249009185132544,2835451658
93039464,2835451658
731568881131790336,2835451658
704326082309263361,2835451658
2298736908,2835451658
1105289430099812353,2835451658
1135808977361444864,858434007721062400
890954142449119232,858434007721062400
710640144164847616,2835451658
940374803566825478,2835451658
59855422,2835451658
805510470916567040,2835451658
1955152422,783214
1186477721032937472,2835451658
20211954,939091
2463318325,2835451658
10104902,2835451658
1251925032600604672,392450467
74644440,2835451658
1322491619036352514,858434007721062400
1324122444479844352,2835451658
3744122597,2835451658
928397515413737474,2835451658
1138414336810971136,2835451658
822879391474733056,2835451658
1855148203,2835451658
2548991396,2835451658
944264634,2835451658
55115515,2835451658
708836944029941760,2835451658
127379765,2835451658
1225129739414687744,2835451658
1267247166684192769,2835451658
1540383458,2835451658
105846467,2835451658
548525022,2835451658
1064992387091460096,2835451658
991072574468739073,2835451658
51324024,2835451658
1228113291869708288,2835451658
2429713430,2835451658
608826805,2835451658
719923403596148738,2835451658
844298295807639552,2835451658
3323121036,2835451658
1043265646069534721,294852352
1043265646069534721,783214
754748232631287808,1647168727
1311383427153829889,65159946
780442058125443072,789392217764827136
1184564646096883712,836278372539985920
1179859581641449472,2835451658
1237051689540055040,2835451658
757584921267433472,907354122613149697
2558169413,2835451658
780527556,836278372539985920
805480757334601728,2835451658
1183256789506297856,1280952651564421121
120694779,2835451658
17221157,2835451658
829671426,265934255
1216304368804225024,2835451658
721619974079520768,2835451658
3322776017,2835451658
788801733782745089,1212806053907185664
788801733782745089,41634520
2997491712,32850100
210424042,1267973798625775616
25847745,1212806053907185664
25847745,41634520
1111716418230214656,2835451658
703676239979020289,1116551181671645185
703676239979020289,1367531
3915420798,1154152980062490624
3915420798,94132483
3915420798,3915420798
3915420798,3080953538
3915420798,2181021385
3915420798,2181021385
1311642591914590219,934957553833926657
1311642591914590219,762932101
1311642591914590219,939091
96228101,2971149125
96228101,1935534786
96228101,294623584
96228101,14060262
1511623093,265934255
830850546227621888,32850100
31050329,20394822
814140786728194048,265934255
899348686404288515,2835451658
1327332761728921600,25073877
3263165061,1034847431068987400
1165222043987652609,1034847431068987400
15243567,433295583
15243567,1322147473855549441
15243567,592730371
2552255094,964948385018019840
1297420473068814336,1044913672135553026
783046681,783046681
523764909,2835451658
899307374711799808,229828729
2800566274,826065164504006657
2739023431,2835451658
336831063,2835451658
22643645,2835451658
759577119143890944,1325594238646546432
1300086252,433295583
1300086252,1322147473855549441
1300086252,592730371
14546414,2401980110
784900120563290112,784900120563290112
703772709499641856,2835451658
1326507724809641984,2835451658
1300095228204978177,2835451658
984159427753402369,2835451658
833579408053063680,2835451658
33384077,2835451658
1325104151907479552,2835451658
893110278,2835451658
320819964,2835451658
1858623925,2835451658
148751465,2835451658
1248070842875088899,2835451658
1122035717314494464,2835451658
972328836405882881,2835451658
1344256548,2835451658
19871061,2835451658
4851558256,2835451658
2329404733,2835451658
2361785706,2835451658
525028644,2835451658
14354402,121564533
14354402,8720562
2216428941,2835451658
829382563282030597,2835451658
1109357473595559936,39002335
1146497652802117632,222902937
5575662,2835451658
20477028,2835451658
252743493,2835451658
817032078160252932,2835451658
62386369,2835451658
1065325018924503040,2835451658
2570139062,2835451658
1258163945908682754,2835451658
1086243175486898176,2835451658
100640553,2835451658
416812122,2835451658
831585157203243009,2835451658
14728999,2835451658
3087493799,2835451658
1002220777,2835451658
1322664638559842304,2835451658
33966598,2835451658
894207135562772481,22991930
1443644348,39002335
780497090841550848,233723894
894381348,2835451658
1267655049972289536,116128726
29979105,2835451658
1307329901154963456,2835451658
1232487598431653888,2835451658
939462348,2835451658
876806700623384576,2835451658
989713784359944193,2835451658
729747079795380225,2835451658
815200205666545664,2835451658
937407929875156992,2835451658
1277610468216115201,631447613
993531468667375618,1686594578
483702574,2835451658
1215936564875923457,2835451658
891747426830344192,2835451658
882838214205165568,791012806204219392
1278381541169782784,1686594578
1132704066088386562,1249718704054718464
915102482115723264,2899698784
1298733710569807873,2734684981
1314895120890646530,2835451658
49458962,2835451658
1235018342,2835451658
704355941572022272,2835451658
1188986779921203200,2835451658
320819964,2835451658
932367422576717824,2835451658
911206698664251392,2835451658
1257420614417158144,1242387996
913824218344603649,2835451658
3124266073,2835451658
1278147953891389440,2835451658
929793010191294470,2835451658
49023748,15976697
121564533,8720562
221865870,1152075053778890752
1110715495878217728,2835451658
1272135961212837888,1235008128883843074
431656694,2835451658
1268065743754661889,2835451658
1265684064578592769,2835451658
1306217874823041024,2835451658
1245520454351228928,2835451658
2996048771,2835451658
861838736413253633,2835451658
1124297736294150144,2835451658
878353910259437568,2835451658
33966598,2835451658
600446992,2835451658
1085340816489545728,2835451658
1250701860710658049,2835451658
859213316727689217,2835451658
1251298796014694400,2835451658
61077110,2835451658
936452142956605441,2835451658
2349823937,2835451658
20265924,2835451658
2268384884,2835451658
455147366,2835451658
1041906205843587072,2835451658
1090258780577644550,2835451658
4817159071,2835451658
23723528,2835451658
1254898685147824129,2835451658
959526874660687872,2835451658
1081071661468844032,1435698345125765122
1081071661468844032,114566034
2795311177,2835451658
1064150713872322565,1686594578
1280567749236973569,138282341
101193997,307039459
625807905,1146021318082609152
4488303807,726762236
839444779880574976,1348043689763905536
3741694403,2835451658
2301925466,113076747
3176970966,1009663466
13564592,229828729
229530123,2215324790
1006343342,771729326492483584
558533092,738779772
1096131760360833025,738779772
835347642422980608,39344374
3345673300,3656271735
1318983198639034368,25073877
1318983198639034368,25073877
1318983198639034368,1367531
1318983198639034368,759251
37908411,29097819
1253816461287702528,64643056
1424405210,2835451658
724726581982322692,2835451658
1263630464088018945,64643056
712649289982484481,2835451658
3028023945,2835451658
1226893136338833408,64643056
271630901,2835451658
1211092271753383937,2835451658
16088941,1038816795036200964
1069229121371365376,1129447129917923328
972440291952218112,2835451658
1264615148263813122,2835451658
238399431,2835451658
1032806955356545024,2835451658
879692367393161216,2835451658
858057037225353217,2835451658
91661333,2530381891
856870501435801601,64643056
1315343028,142577806
1315343028,79287699
758471919842635776,15976697
136462474,136462474
136462474,15669672
1301613150211575808,1249718704054718464
2388047016,2180031792
2388047016,947587280
2388047016,378693834
859883348,2180031792
859883348,947587280
859883348,378693834
1320212392555446272,900892199130472449
66273349,4740328374
1088439975690018817,3057616522
1235960367790141440,836278372539985920
987933096690507776,22926365
987933096690507776,417465631
1317283324704952322,309558781
108055738,30354991
108055738,30354991
28486302,3933701182
28486302,14765022
28486302,15371165
855115755909558272,1217213360846069760
436327057,2835451658
436327057,89297892
436327057,16509580
256572906,1294303914444103680
910411518671556608,3063892271
1280569074154602497,167707410
244574766,2835451658
94489129,11836402
94489129,17422867
94489129,28076891
1280483844790116353,1146954758579580928
1280483844790116353,2835451658
1328934762820608010,939091
1328934762820608010,25073877
841958131,841958131
816750288027664393,29097819
816750288027664393,995108742713651200
1175970094872051713,2835451658
1175970094872051713,89297892
1175970094872051713,16509580
4845465440,16106584
3948533713,41160276
1219977566,740045781701398528
846244776,25073877
1327264831922049028,10228272
17983287,2835451658
824186612754055169,2835451658
831739122276585473,44397959
1254116796623437830,763516179868704768
1254116796623437830,2835451658
155036051,1288516831225851904
155036051,2353605901
155036051,52544275
2343756751,2835451658
4178314225,1315777996574339074
991103572640231425,16097514
1308672298568871936,1131852846184435712
1100143588703375360,1300370167
1100143588703375360,2585782921
20505239,1255541774174564353
20505239,66967746
45327965,1306964401338097666
45327965,1310583249748582405
919095188009701377,210792476
919095188009701377,11836402
362257379,2835451658
806387291191201794,1281926718329171968
42008197,1333397173103439872
1265487884,432895323
901234139046739969,3018960919
901234139046739969,1259714432
901234139046739969,25073877
869270318,2280885258
1268578960314638338,91882544
2579573581,334053327
2579573581,228747444
2401197618,845937250273656833
2401197618,1348265822846734338
1245884898,1258168272966619137
309290288,952081906056744960
309290288,2417694048
1890602214,199152706
765780807243923456,353422065
2716446892,791240691816988672
799248665386725377,41160276
1033871298991087616,41160276
1290525604064849922,41160276
969586812,1190361679999197184
